date	time	wind speed	wind direction	gusts	wave height	wave heading	dominant wave period	average wave period	sea level pressure
20220602	1250	 7.0	330	9.0	1.7	309	8	5.3	1010.4
20220602	1350	 8.0	330	10.0	1.9	302	7	5.6	1010.8
20220602	1450	 7.0	350	9.0	1.8	308	7	5.7	1011.4
20220602	1550	 6.0	340	8.0	1.8	301	7	5.6	1012.0
20220602	1650	 6.0	340	8.0	1.8	309	7	5.8	1012.1
20220602	1750	 8.0	330	9.0	1.8	193	19	5.8	1012.2
20220602	1850	 8.0	330	10.0	1.8	209	19	5.7	1012.4
20220602	1950	 8.0	320	10.0	1.9	302	7	5.6	1012.2
20220602	2050	 10.0	320	11.0	2.0	301	7	5.9	1011.7
20220602	2150	 9.0	320	11.0	1.9	210	19	5.7	1011.3
20220602	2250	 9.0	320	11.0	1.9	305	7	5.5	1010.6
20220602	2350	 9.0	310	10.0	2.0	232	19	5.9	1010.5
20220602	2350	 9.0	310	10.0	2.0	232	19	5.9	1010.5
20220603	0050	 8.0	310	11.0	1.8	307	7	5.4	1010.6
20220603	0150	 9.0	320	11.0	1.8	223	19	5.8	1010.3
20220603	0250	 9.0	310	10.0	1.7	203	19	5.6	1010.6
20220603	0250	 9.0	310	10.0	1.7	203	19	5.6	1010.6
20220603	0350	 8.0	320	10.0	1.9	229	19	5.7	1010.8
20220603	0450	 8.0	320	10.0	2.0	188	19	5.8	1011.4
20220603	0550	 7.0	320	8.0	1.9	228	17	5.7	1011.9
20220603	0650	 8.0	320	9.0	1.8	305	7	5.7	1011.8
20220603	0750	 11.0	330	13.0	2.1	229	17	6.0	1011.4
20220603	0850	 9.0	320	11.0	2.2	239	17	6.1	1011.6
20220603	0950	 10.0	330	12.0	2.1	232	17	5.9	1011.3
20220603	1050	 9.0	330	11.0	2.3	301	7	6.1	1011.4
20220603	1150	 11.0	320	13.0	2.2	308	7	6.2	1011.6
20220603	1250	 10.0	330	12.0	2.2	216	17	6.2	1012.0
20220603	1250	 10.0	330	12.0	2.2	216	17	6.2	1012.0
20220603	1350	 9.0	330	11.0	2.2	227	17	6.2	1012.6
20220603	1550	 6.0	340	9.0	2.1	198	17	6.4	1012.5
20220603	1650	 7.0	320	9.0	2.0	216	17	6.4	1012.7
20220603	1750	 7.0	310	9.0	2.1	246	17	6.9	1012.5
20220603	1750	 7.0	310	9.0	2.1	246	17	6.9	1012.5
20220603	1850	 9.0	310	12.0	1.9	303	13	6.8	1012.6
20220603	1950	 10.0	310	12.0	2.0	219	17	6.4	1012.9
20220603	2050	 8.0	310	9.0	2.0	286	13	6.2	1013.1
20220603	2150	 8.0	310	10.0	2.1	302	13	6.7	1013.0
20220603	2150	 8.0	310	10.0	2.1	302	13	6.7	1013.0
20220603	2250	 8.0	320	10.0	2.1	303	12	6.8	1013.2
20220603	2250	 8.0	320	10.0	2.1	303	12	6.8	1013.2
20220603	2350	 8.0	310	10.0	2.0	227	17	6.8	1013.2
20220603	2350	 8.0	310	10.0	2.0	227	17	6.8	1013.2
20220604	0050	 7.0	310	8.0	1.8	197	16	6.6	1013.1
20220604	0150	 6.0	310	7.0	1.7	227	17	6.9	1013.1
20220604	0150	 6.0	310	7.0	1.7	227	17	6.9	1013.1
20220604	0250	 6.0	310	7.0	1.7	314	12	6.7	1013.4
20220604	0250	 6.0	310	7.0	1.7	314	12	6.7	1013.4
20220604	0350	 6.0	310	8.0	1.6	299	11	6.6	1013.7
20220604	0450	 5.0	320	7.0	1.7	235	16	7.2	1014.2
20220604	0450	 5.0	320	7.0	1.7	235	16	7.2	1014.2
20220604	0550	 4.0	320	5.0	1.8	214	17	7.9	1014.7
20220604	0650	 5.0	320	5.0	1.9	214	16	8.1	1014.7
20220604	0650	 5.0	320	5.0	1.9	214	16	8.1	1014.7
20220604	0750	 3.0	310	3.0	1.6	220	16	7.6	1014.5
20220604	0850	 5.0	310	6.0	1.7	223	16	8.2	1014.2
20220604	0950	 4.0	330	5.0	1.6	208	16	8.0	1014.0
20220604	1050	 4.0	MM	5.0	1.5	220	16	7.8	MM
20220604	1050	 4.0	MM	5.0	1.5	220	16	7.8	MM
20220604	1250	 6.0	310	7.0	1.4	205	16	7.7	1014.5
20220604	1250	 6.0	310	7.0	1.4	205	16	7.7	1014.5
20220604	1350	 6.0	320	8.0	1.4	226	16	7.3	1014.8
20220604	1350	 6.0	320	8.0	1.4	226	16	7.3	1014.8
20220604	1450	 6.0	330	7.0	1.3	222	16	6.3	1014.8
20220604	1450	 6.0	330	7.0	1.3	222	16	6.3	1014.8
20220604	1550	 7.0	320	8.0	1.5	216	16	7.0	1015.1
20220604	1550	 7.0	320	8.0	1.5	216	16	7.0	1015.1
20220604	1650	 7.0	320	8.0	1.5	209	16	7.0	1015.8
20220604	1750	 6.0	320	8.0	1.5	211	16	6.6	1016.1
20220604	1750	 6.0	320	8.0	1.5	211	16	6.6	1016.1
20220604	1850	 6.0	310	8.0	1.6	220	16	7.0	1016.2
20220604	1950	 6.0	310	8.0	1.5	229	16	6.9	1016.3
20220604	2050	 6.0	310	7.0	1.6	196	16	7.6	1016.1
20220604	2150	 6.0	310	7.0	1.6	207	16	7.8	1015.9
20220604	2250	 6.0	310	7.0	1.5	287	11	7.3	1015.8
20220604	2350	 5.0	310	6.0	1.7	216	16	7.7	1015.7
20220605	0050	 4.0	290	6.0	1.4	293	11	7.4	1015.3
20220605	0150	 6.0	290	7.0	1.4	210	16	7.9	1015.2
20220605	0250	 5.0	310	6.0	1.5	213	15	7.1	1015.4
20220605	0350	 4.0	320	5.0	1.3	280	12	7.2	1015.6
20220605	0350	 4.0	320	5.0	1.3	280	12	7.2	1015.6
20220605	0450	 3.0	MM	4.0	1.4	227	15	7.3	MM
20220605	0550	 2.0	30	2.0	1.2	209	15	7.5	1016.2
20220605	0550	 2.0	30	2.0	1.2	209	15	7.5	1016.2
20220605	0650	 2.0	50	3.0	1.3	201	16	8.0	1016.1
20220605	0750	 2.0	60	3.0	1.3	206	15	8.4	1015.9
20220605	0850	 2.0	30	3.0	1.3	198	16	8.7	1015.8
20220605	0850	 2.0	30	3.0	1.3	198	16	8.7	1015.8
20220605	0950	 3.0	30	3.0	1.4	203	15	8.8	1015.4
20220605	1050	 2.0	20	2.0	1.4	201	15	9.0	1015.1
20220605	1150	 0.0	MM	1.0	1.3	205	15	9.2	1014.9
20220605	1150	 0.0	MM	1.0	1.3	205	15	9.2	1014.9
20220605	1250	 1.0	330	2.0	1.2	225	15	8.9	1015.1
20220605	1350	 2.0	350	2.0	1.2	184	16	9.2	1015.2
20220605	1450	 2.0	340	2.0	1.2	226	16	9.5	1015.4
20220605	1450	 2.0	340	2.0	1.2	226	16	9.5	1015.4
20220605	1550	 2.0	320	3.0	1.3	216	15	9.6	1015.7
20220605	1650	 3.0	300	4.0	1.1	213	15	9.1	1015.8
20220605	1750	 3.0	310	4.0	1.1	293	10	8.8	1015.6
20220605	1750	 3.0	310	4.0	1.1	293	10	8.8	1015.6
20220605	1850	 4.0	300	5.0	1.2	208	15	9.3	1015.8
20220605	1950	 4.0	300	4.0	1.2	221	15	9.1	1015.8
20220605	2050	 3.0	310	4.0	1.2	195	15	9.0	1015.5
20220605	2150	 6.0	300	7.0	1.2	212	15	8.3	1015.2
20220605	2150	 6.0	300	7.0	1.2	212	15	8.3	1015.2
20220605	2250	 5.0	290	6.0	1.1	212	15	6.9	1015.0
20220605	2250	 5.0	290	6.0	1.1	212	15	6.9	1015.0
20220605	2350	 6.0	300	7.0	1.3	207	15	7.5	1014.4
20220606	0050	 5.0	310	7.0	1.2	216	15	6.7	1014.2
20220606	0150	 5.0	320	6.0	1.2	215	15	6.9	1014.2
20220606	0250	 6.0	310	7.0	1.2	222	15	6.5	1014.0
20220606	0350	 7.0	320	8.0	1.2	188	15	6.1	1014.2
20220606	0350	 7.0	320	8.0	1.2	188	15	6.1	1014.2
20220606	0450	 6.0	320	7.0	1.2	211	MM	5.9	1014.8
20220606	0550	 4.0	350	5.0	1.2	181	15	5.7	1015.2
20220606	0550	 4.0	350	5.0	1.2	181	15	5.7	1015.2
20220606	0650	 3.0	330	4.0	1.3	227	14	6.2	1015.2
20220606	0750	 5.0	310	6.0	1.2	281	9	5.9	1014.9
20220606	0750	 5.0	310	6.0	1.2	281	9	5.9	1014.9
20220606	0850	 5.0	330	6.0	1.3	200	15	6.7	1014.4
20220606	1050	 8.0	320	10.0	1.5	198	14	6.2	1013.9
20220606	1150	 9.0	330	11.0	1.5	184	15	5.8	1013.7
20220606	1250	 10.0	320	12.0	1.5	290	8	5.2	1013.8
20220606	1250	 10.0	320	12.0	1.5	290	8	5.2	1013.8
20220606	1350	 10.0	320	12.0	1.6	269	9	5.1	1013.8
20220606	1350	 10.0	320	12.0	1.6	269	9	5.1	1013.8
20220606	1450	 11.0	320	13.0	1.5	283	9	4.9	1014.4
20220606	1450	 11.0	320	13.0	1.5	283	9	4.9	1014.4
20220606	1550	 10.0	320	13.0	1.6	293	8	5.0	1014.4
20220606	1650	 11.0	320	13.0	1.9	289	8	5.2	1014.2
20220606	1750	 12.0	320	14.0	1.9	292	7	5.0	1014.3
20220606	1750	 12.0	320	14.0	1.9	292	7	5.0	1014.3
20220606	1850	 11.0	320	14.0	2.2	314	6	5.3	1014.4
20220606	1950	 11.0	320	14.0	2.2	308	7	5.4	1013.8
20220606	2050	 11.0	320	14.0	2.4	296	8	5.5	1013.7
20220606	2150	 11.0	320	13.0	2.4	299	7	5.5	1013.5
20220606	2250	 12.0	320	15.0	2.5	308	7	5.8	1012.8
20220606	2350	 11.0	320	15.0	2.4	304	8	5.6	1012.5
20220607	0050	 11.0	320	14.0	2.5	302	8	5.7	1012.0
20220607	0150	 12.0	320	14.0	2.7	299	7	6.0	1011.4
20220607	0250	 11.0	320	14.0	2.7	307	8	5.8	1011.3
20220607	0350	 11.0	320	13.0	2.4	310	7	5.6	1011.7
20220607	0450	 9.0	330	11.0	2.4	307	8	5.8	1012.3
20220607	0550	 9.0	330	11.0	2.5	297	8	6.1	1012.7
20220607	0650	 10.0	320	12.0	2.4	304	8	5.9	1012.4
20220607	0650	 10.0	320	12.0	2.4	304	8	5.9	1012.4
20220607	0750	 11.0	320	13.0	2.3	295	8	5.8	1012.2
20220607	0850	 10.0	320	13.0	2.1	300	8	5.6	1012.1
20220607	0850	 10.0	320	13.0	2.1	300	8	5.6	1012.1
20220607	1050	 12.0	320	14.0	2.3	298	8	5.5	1012.3
20220607	1050	 12.0	320	14.0	2.3	298	8	5.5	1012.3
20220607	1150	 10.0	330	12.0	2.2	294	8	5.5	1012.5
20220607	1250	 9.0	320	11.0	2.2	288	8	5.6	1012.2
20220607	1250	 9.0	320	11.0	2.2	288	8	5.6	1012.2
20220607	1350	 10.0	310	13.0	2.2	303	8	5.6	1012.4
20220607	1550	 10.0	320	13.0	2.2	307	8	5.5	1013.0
20220607	1550	 10.0	320	13.0	2.2	307	8	5.5	1013.0
20220607	1650	 10.0	310	12.0	2.0	309	8	5.5	1013.1
20220607	1650	 10.0	310	12.0	2.0	309	8	5.5	1013.1
20220607	1750	 11.0	310	14.0	2.0	285	8	5.3	1013.1
20220607	1850	 12.0	320	15.0	2.2	304	8	5.5	1013.4
20220607	1850	 12.0	320	15.0	2.2	304	8	5.5	1013.4
20220607	1950	 12.0	320	14.0	2.3	290	8	5.5	1013.3
20220607	2050	 12.0	320	15.0	2.1	294	8	5.4	1013.1
20220607	2050	 12.0	320	15.0	2.1	294	8	5.4	1013.1
20220607	2150	 11.0	320	14.0	2.2	310	6	5.2	1012.8
20220607	2250	 11.0	320	14.0	2.4	303	8	5.5	1012.5
20220607	2250	 11.0	320	14.0	2.4	303	8	5.5	1012.5
20220607	2250	 11.0	320	14.0	2.4	303	8	5.5	1012.5
20220607	2350	 12.0	MM	15.0	2.5	302	MM	5.6	MM
20220608	0050	 12.0	320	14.0	2.2	295	8	5.5	1012.2
20220608	0050	 12.0	320	14.0	2.2	295	8	5.5	1012.2
20220608	0150	 11.0	320	14.0	2.2	305	8	5.5	1012.2
20220608	0250	 12.0	320	15.0	2.4	296	8	5.8	1012.2
20220608	0250	 12.0	320	15.0	2.4	296	8	5.8	1012.2
20220608	0350	 11.0	330	13.0	2.4	299	8	5.8	1012.8
20220608	0350	 11.0	330	13.0	2.4	299	8	5.8	1012.8
20220608	0450	 10.0	330	12.0	2.3	309	MM	5.5	1013.2
20220608	0450	 10.0	330	12.0	2.3	309	MM	5.5	1013.2
20220608	0550	 9.0	330	11.0	2.4	304	8	5.9	1013.3
20220608	0650	 10.0	330	12.0	2.6	313	8	6.0	1013.1
20220608	0850	 10.0	320	13.0	2.4	302	8	5.9	1012.5
20220608	1050	 8.0	330	10.0	2.0	295	8	5.6	1012.7
20220608	1150	 9.0	320	10.0	2.0	299	8	5.7	1012.6
20220608	1150	 9.0	320	10.0	2.0	299	8	5.7	1012.6
20220608	1250	 9.0	320	11.0	2.0	293	8	5.4	1012.7
20220608	1250	 9.0	320	11.0	2.0	293	8	5.4	1012.7
20220608	1350	 10.0	310	12.0	1.9	302	8	5.5	1012.8
20220608	1450	 9.0	310	11.0	1.6	303	8	5.2	1013.2
20220608	1550	 8.0	320	9.0	1.8	302	8	5.4	1013.5
20220608	1650	 7.0	320	8.0	1.6	304	7	5.4	1013.3
20220608	1750	 8.0	310	10.0	1.4	298	7	5.0	1013.5
20220608	1750	 8.0	310	10.0	1.4	298	7	5.0	1013.5
20220608	1850	 8.0	320	10.0	1.5	305	7	5.1	1013.5
20220608	1950	 8.0	320	10.0	1.5	312	7	5.0	1013.0
20220608	2050	 9.0	310	10.0	1.5	311	7	4.9	1012.5
20220608	2150	 10.0	320	12.0	1.5	313	7	4.8	1012.0
20220608	2250	 10.0	320	12.0	1.5	310	6	4.7	1011.7
20220608	2350	 10.0	320	12.0	1.5	317	6	4.8	1010.9
20220608	2350	 10.0	320	12.0	1.5	317	6	4.8	1010.9
20220609	0050	 9.0	320	11.0	1.8	302	6	5.0	1010.6
20220609	0050	 9.0	320	11.0	1.8	302	6	5.0	1010.6
20220609	0150	 11.0	320	14.0	1.8	308	6	5.0	1010.1
20220609	0150	 11.0	320	14.0	1.8	308	6	5.0	1010.1
20220609	0250	 12.0	330	14.0	2.1	311	6	5.1	1010.6
20220609	0250	 12.0	330	14.0	2.1	311	6	5.1	1010.6
20220609	0350	 11.0	320	14.0	2.1	308	7	5.2	1010.8
20220609	0450	 11.0	330	14.0	2.3	304	7	5.6	1011.3
20220609	0550	 10.0	330	13.0	2.1	308	7	5.3	1011.5
20220609	0550	 10.0	330	13.0	2.1	308	7	5.3	1011.5
20220609	0650	 9.0	320	11.0	2.3	310	7	5.5	1011.4
20220609	0750	 10.0	320	12.0	2.1	312	8	5.7	1011.0
20220609	0850	 11.0	320	15.0	2.0	314	7	5.4	1010.7
20220609	0950	 11.0	320	13.0	1.9	306	6	5.2	1010.9
20220609	1050	 10.0	320	13.0	2.1	304	7	5.4	1010.7
20220609	1150	 10.0	330	12.0	2.3	308	7	5.5	1010.6
20220609	1250	 10.0	320	13.0	2.2	311	8	5.6	1011.1
20220609	1250	 10.0	320	13.0	2.2	311	8	5.6	1011.1
20220609	1350	 10.0	320	12.0	2.0	310	8	5.4	1011.4
20220609	1450	 10.0	320	12.0	2.0	310	8	5.2	1011.5
20220609	1550	 9.0	320	12.0	2.0	312	8	5.4	1011.5
20220609	1650	 9.0	310	11.0	1.9	309	8	5.5	1011.7
20220609	1750	 10.0	310	13.0	2.0	312	8	5.4	1011.8
20220609	1950	 9.0	310	11.0	1.9	309	8	5.2	1011.6
20220609	2050	 10.0	310	12.0	2.0	307	7	5.3	1011.1
20220609	2150	 11.0	320	14.0	2.0	302	8	5.2	1010.6
20220609	2250	 10.0	330	12.0	2.0	301	8	5.3	1010.4
20220609	2350	 9.0	330	11.0	2.0	297	8	5.4	1009.8
20220609	2350	 9.0	330	11.0	2.0	297	8	5.4	1009.8
20220610	0050	 9.0	330	11.0	2.3	303	8	5.8	1009.3
20220610	0150	 10.0	330	12.0	2.3	301	7	5.9	1009.4
20220610	0250	 9.0	330	12.0	2.3	309	8	5.9	1009.6
20220610	0450	 8.0	330	10.0	2.5	304	8	6.5	1010.8
20220610	0550	 10.0	MM	13.0	2.5	310	MM	6.4	MM
20220610	0650	 10.0	320	13.0	2.6	301	8	6.5	1010.9
20220610	0750	 10.0	330	13.0	2.5	300	8	6.3	1010.7
20220610	0850	 9.0	330	12.0	2.6	302	8	6.3	1010.4
20220610	0950	 9.0	330	12.0	2.4	308	8	5.9	1010.4
20220610	1050	 9.0	330	11.0	2.3	302	12	6.4	1010.2
20220610	1150	 8.0	330	10.0	2.2	309	12	6.0	1010.3
20220610	1250	 3.0	30	4.0	2.1	301	11	6.1	1011.2
20220610	1250	 3.0	30	4.0	2.1	301	11	6.1	1011.2
20220610	1350	 1.0	70	2.0	2.2	298	11	6.7	1012.0
20220610	1350	 1.0	70	2.0	2.2	298	11	6.7	1012.0
20220610	1450	 0.0	MM	0.0	2.0	300	11	6.9	1012.4
20220610	1550	 1.0	270	2.0	2.2	295	11	7.3	1013.0
20220610	1650	 1.0	320	3.0	2.0	300	11	7.0	1013.2
20220610	1750	 4.0	320	5.0	2.1	303	11	7.6	1013.4
20220610	1750	 4.0	320	5.0	2.1	303	11	7.6	1013.4
20220610	1850	 2.0	350	3.0	1.7	294	11	6.7	1013.3
20220610	1950	 1.0	180	2.0	1.8	297	11	6.9	1013.3
20220610	2050	 3.0	210	4.0	1.9	301	11	7.0	1013.0
20220610	2050	 3.0	210	4.0	1.9	301	11	7.0	1013.0
20220610	2150	 3.0	230	4.0	1.9	301	9	7.1	1013.2
20220610	2250	 5.0	240	6.0	1.7	290	12	6.9	1012.7
20220610	2350	 4.0	220	5.0	1.9	293	11	6.9	1012.4
20220610	2350	 4.0	220	5.0	1.9	293	11	6.9	1012.4
20220611	0050	 5.0	240	7.0	1.8	301	11	6.6	1012.1
20220611	0150	 4.0	240	5.0	MM	MM	MM	MM	1011.8
20220611	0250	 4.0	280	5.0	1.6	301	11	6.5	1011.6
20220611	0350	 3.0	320	4.0	1.6	289	11	6.3	1012.0
20220611	0450	 2.0	320	3.0	1.5	287	11	6.4	1012.4
20220611	0450	 2.0	320	3.0	1.5	287	11	6.4	1012.4
20220611	0550	 3.0	320	4.0	1.7	299	11	6.8	1012.6
20220611	0650	 2.0	340	3.0	1.8	305	7	6.8	1012.5
20220611	0750	 3.0	340	4.0	1.8	305	8	6.7	1012.9
20220611	0850	 1.0	310	2.0	1.8	300	8	6.5	1012.9
20220611	0950	 1.0	180	2.0	1.9	287	11	6.6	1012.5
20220611	1050	 5.0	180	7.0	1.9	282	10	6.7	1012.5
20220611	1150	 6.0	170	8.0	1.9	295	10	6.7	1012.6
20220611	1150	 6.0	170	8.0	1.9	295	10	6.7	1012.6
20220611	1250	 6.0	170	9.0	1.9	304	8	6.4	1012.7
20220611	1350	 5.0	200	6.0	1.8	290	10	6.3	1013.8
20220611	1450	 5.0	200	6.0	1.7	294	10	6.3	1013.9
20220611	1450	 5.0	200	6.0	1.7	294	10	6.3	1013.9
20220611	1550	 5.0	170	6.0	1.7	302	10	6.5	1014.0
20220611	1650	 2.0	190	3.0	2.1	288	10	7.2	1014.0
20220611	1650	 2.0	190	3.0	2.1	288	10	7.2	1014.0
20220611	1750	 2.0	240	3.0	2.0	288	10	7.0	1014.0
20220611	1850	 1.0	200	3.0	2.0	284	10	6.9	1014.0
20220611	1850	 1.0	200	3.0	2.0	284	10	6.9	1014.0
20220611	1950	 4.0	290	5.0	1.9	298	11	6.6	1013.8
20220611	1950	 4.0	290	5.0	1.9	298	11	6.6	1013.8
20220611	2050	 5.0	320	6.0	1.8	278	10	6.6	1013.4
20220611	2050	 5.0	320	6.0	1.8	278	10	6.6	1013.4
20220611	2150	 6.0	330	7.0	1.8	280	10	6.7	1013.0
20220611	2150	 6.0	330	7.0	1.8	280	10	6.7	1013.0
20220611	2250	 5.0	340	6.0	1.7	289	9	6.1	1012.7
20220611	2350	 7.0	320	8.0	1.5	276	10	5.9	1012.2
20220611	2350	 7.0	320	8.0	1.5	276	10	5.9	1012.2
20220612	0050	 6.0	330	8.0	1.6	282	10	5.7	1011.7
20220612	0150	 5.0	330	6.0	1.6	272	11	5.4	1011.4
20220612	0250	 5.0	330	7.0	1.6	273	10	5.6	1011.4
20220612	0250	 5.0	330	7.0	1.6	273	10	5.6	1011.4
20220612	0350	 5.0	340	6.0	1.7	284	10	5.7	1011.4
20220612	0350	 5.0	340	6.0	1.7	284	10	5.7	1011.4
20220612	0450	 2.0	340	3.0	1.7	293	7	5.6	1011.8
20220612	0550	 4.0	310	5.0	1.8	286	10	6.0	1012.2
20220612	0650	 5.0	320	7.0	1.7	299	7	5.9	1011.9
20220612	0750	 7.0	310	9.0	1.6	300	7	5.8	1011.6
20220612	0850	 8.0	320	9.0	1.5	300	6	5.5	1011.4
20220612	0850	 8.0	320	9.0	1.5	300	6	5.5	1011.4
20220612	0950	 6.0	320	8.0	1.5	283	10	5.3	1011.0
20220612	0950	 6.0	320	8.0	1.5	283	10	5.3	1011.0
20220612	1050	 6.0	330	7.0	1.5	272	10	5.6	1010.9
20220612	1150	 6.0	310	7.0	1.6	290	9	5.5	1011.3
20220612	1150	 6.0	310	7.0	1.6	290	9	5.5	1011.3
20220612	1250	 6.0	320	7.0	1.6	283	10	5.6	1011.7
20220612	1250	 6.0	320	7.0	1.6	283	10	5.6	1011.7
20220612	1350	 7.0	320	8.0	1.7	280	9	5.5	1011.9
20220612	1450	 5.0	310	6.0	1.5	291	9	5.6	1012.3
20220612	1550	 4.0	320	5.0	1.6	281	9	5.8	1012.5
20220612	1650	 3.0	350	4.0	1.4	290	8	5.8	1012.8
20220612	1750	 5.0	300	7.0	1.4	273	9	5.8	1013.3
20220612	1850	 6.0	300	7.0	1.5	275	10	6.0	1013.2
20220612	1950	 6.0	300	7.0	1.4	284	9	5.7	1012.9
20220612	1950	 6.0	300	7.0	1.4	284	9	5.7	1012.9
20220612	2050	 5.0	300	7.0	1.3	282	10	5.7	1013.0
20220612	2150	 5.0	310	7.0	1.2	288	8	5.6	1012.8
20220612	2250	 5.0	310	7.0	1.2	274	9	5.7	1012.5
20220612	2350	 5.0	310	6.0	1.3	272	9	6.1	1012.2
20220613	0050	 3.0	320	4.0	1.2	278	9	6.2	1012.0
20220613	0150	 3.0	320	3.0	1.1	187	14	6.1	1012.1
20220613	0250	 3.0	330	5.0	1.1	281	9	5.9	1012.2
20220613	0350	 6.0	310	7.0	1.2	188	14	6.1	1012.5
20220613	0350	 6.0	310	7.0	1.2	188	14	6.1	1012.5
20220613	0450	 6.0	310	7.0	1.2	200	14	5.2	1012.8
20220613	0550	 6.0	320	7.0	1.2	198	14	5.2	1013.1
20220613	0650	 7.0	320	9.0	1.2	284	9	5.4	1013.0
20220613	0750	 9.0	330	12.0	1.4	278	9	5.0	1012.8
20220613	0750	 9.0	330	12.0	1.4	278	9	5.0	1012.8
20220613	0850	 11.0	330	13.0	1.6	291	6	4.8	1013.0
20220613	0950	 10.0	330	13.0	2.0	307	6	5.1	1013.0
20220613	1050	 10.0	330	13.0	2.2	313	7	5.3	1012.9
20220613	1050	 10.0	330	13.0	2.2	313	7	5.3	1012.9
20220613	1150	 12.0	330	15.0	2.1	318	7	5.4	1012.9
20220613	1150	 12.0	330	15.0	2.1	318	7	5.4	1012.9
20220613	1250	 12.0	330	16.0	2.4	307	7	5.5	1013.5
20220613	1250	 12.0	330	16.0	2.4	307	7	5.5	1013.5
20220613	1350	 11.0	330	14.0	2.6	312	8	5.8	1014.1
20220613	1450	 11.0	330	13.0	2.7	299	8	6.0	1014.6
20220613	1550	 10.0	330	12.0	2.9	297	8	6.1	1014.9
20220613	1650	 11.0	330	13.0	2.5	290	9	6.0	1014.9
20220613	1750	 11.0	320	15.0	2.9	302	9	6.4	1015.2
20220613	1850	 12.0	320	15.0	3.0	293	9	6.6	1015.4
20220613	1950	 12.0	320	15.0	3.1	295	8	6.5	1015.3
20220613	2050	 13.0	320	16.0	3.1	299	10	6.4	1014.8
20220613	2150	 13.0	320	16.0	3.5	296	10	6.8	1014.4
20220613	2150	 13.0	320	16.0	3.5	296	10	6.8	1014.4
20220613	2250	 12.0	320	16.0	3.4	296	9	6.6	1014.7
20220613	2350	 12.0	320	15.0	3.7	302	10	7.0	1014.5
20220614	0050	 12.0	320	15.0	3.4	306	10	6.8	1013.9
20220614	0050	 12.0	320	15.0	3.4	306	10	6.8	1013.9
20220614	0150	 12.0	330	15.0	3.8	306	10	6.9	1013.8
20220614	0150	 12.0	330	15.0	3.8	306	10	6.9	1013.8
20220614	0250	 13.0	320	16.0	3.6	302	10	6.7	1013.3
20220614	0350	 11.0	320	15.0	3.9	302	9	7.1	1013.4
20220614	0450	 11.0	320	15.0	4.0	291	10	7.0	1013.6
20220614	0550	 10.0	340	13.0	3.5	290	10	6.7	1014.3
20220614	0650	 11.0	330	13.0	3.7	296	9	7.0	1013.9
20220614	0750	 11.0	330	14.0	3.7	300	9	7.1	1014.2
20220614	0850	 10.0	330	13.0	3.2	301	MM	6.7	1014.0
20220614	0950	 10.0	330	13.0	3.3	302	8	6.7	1013.6
20220614	0950	 10.0	330	13.0	3.3	302	8	6.7	1013.6
20220614	1050	 9.0	330	11.0	3.1	297	9	6.7	1013.8
20220614	1150	 9.0	320	11.0	3.1	304	10	6.8	1013.9
20220614	1150	 9.0	320	11.0	3.1	304	10	6.8	1013.9
20220614	1250	 7.0	330	10.0	2.7	310	10	6.6	1014.1
20220614	1250	 7.0	330	10.0	2.7	310	10	6.6	1014.1
20220614	1350	 8.0	330	10.0	2.8	306	10	6.8	1014.2
20220614	1350	 8.0	330	10.0	2.8	306	10	6.8	1014.2
20220614	1450	 8.0	320	10.0	2.5	307	10	6.5	1014.5
20220614	1550	 9.0	320	11.0	2.6	292	10	6.9	1014.7
20220614	1650	 9.0	320	11.0	2.7	301	10	6.7	1014.7
20220614	1750	 8.0	320	10.0	2.6	301	10	6.5	1014.3
20220614	1750	 8.0	320	10.0	2.6	301	10	6.5	1014.3
20220614	1850	 10.0	310	12.0	2.6	297	9	6.5	1014.0
20220614	1850	 10.0	310	12.0	2.6	297	9	6.5	1014.0
20220614	1950	 11.0	310	14.0	2.6	295	9	6.4	1014.2
20220614	2050	 11.0	310	13.0	2.9	302	10	6.6	1013.6
20220614	2150	 11.0	320	13.0	2.6	304	9	6.4	1013.6
20220614	2250	 12.0	320	15.0	2.5	305	9	6.0	1012.8
20220614	2250	 12.0	320	15.0	2.5	305	9	6.0	1012.8
20220614	2350	 11.0	320	13.0	2.4	314	10	5.7	1012.3
20220615	0050	 13.0	330	17.0	2.6	313	10	5.8	1011.4
20220615	0150	 12.0	320	15.0	2.5	310	10	5.7	1011.2
20220615	0250	 10.0	330	13.0	2.7	311	10	6.1	1011.1
20220615	0350	 10.0	330	13.0	2.9	312	10	6.3	1011.2
20220615	0350	 10.0	330	13.0	2.9	312	10	6.3	1011.2
20220615	0450	 10.0	330	12.0	2.7	305	8	6.1	1011.5
20220615	0550	 10.0	330	13.0	2.6	299	8	6.2	1011.4
20220615	0650	 10.0	320	13.0	2.6	293	9	6.2	1011.4
20220615	0750	 10.0	330	13.0	2.5	301	9	6.0	1011.2
20220615	0850	 10.0	330	12.0	2.6	299	9	6.3	1011.1
20220615	0950	 10.0	320	12.0	2.6	302	9	6.2	1010.9
20220615	1050	 10.0	330	12.0	2.6	309	10	6.3	1010.9
20220615	1150	 10.0	320	12.0	2.2	300	8	5.8	1010.9
20220615	1250	 9.0	330	11.0	2.2	300	9	5.8	1011.0
20220615	1350	 9.0	330	11.0	2.3	309	8	6.0	1011.1
